block|time|amount|balance|balanceUSD|profit
792884|2023-06-05 01:56:29|+103.02980589 BTC (2,806,188.4 USD)|22,993.11805484 BTC|$626,255,875 @ $27,236.67|$178,012,840
792820|2023-06-04 17:00:37|+100.29574458 BTC (2,730,601.48 USD)|22,890.08824895 BTC|$623,194,027 @ $27,225.5|$177,757,180
792692|2023-06-03 17:06:00|+106.99809689 BTC (2,908,621.46 USD)|22,789.79250437 BTC|$619,514,566 @ $27,183.86|$176,808,321
792686|2023-06-03 15:55:12|+101.61378857 BTC (2,760,406.35 USD)|22,682.79440748 BTC|$616,193,241 @ $27,165.67|$176,395,617
792613|2023-06-03 03:12:40|+105.36601747 BTC (2,860,221.44 USD)|22,581.18061891 BTC|$612,979,198 @ $27,145.58|$175,941,980
792596|2023-06-02 23:28:00|+102.11927833 BTC (2,774,244.7 USD)|22,475.81460144 BTC|$610,593,910 @ $27,166.71|$176,416,914
792579|2023-06-02 20:43:22|+104.18451273 BTC (2,817,377.87 USD)|22,373.69532311 BTC|$605,033,824 @ $27,042.19|$173,631,073
792533|2023-06-02 14:50:59|+100.65669316 BTC (2,728,571.57 USD)|22,269.51081038 BTC|$603,675,247 @ $27,107.7|$175,089,873
792513|2023-06-02 11:03:23|+106.380712 BTC (2,881,197.08 USD)|22,168.85411722 BTC|$600,417,468 @ $27,083.83|$174,560,666
792441|2023-06-02 02:03:21|+102.94621528 BTC (2,763,901.36 USD)|22,062.47340522 BTC|$592,333,580 @ $26,848.01|$169,357,976
792388|2023-06-01 17:38:16|+120.49942844 BTC (3,242,293.23 USD)|21,959.52718994 BTC|$590,867,751 @ $26,907.13|$170,656,048
792317|2023-06-01 03:07:11|+102.81693745 BTC (2,800,079.97 USD)|21,839.0277615 BTC|$594,756,329 @ $27,233.64|$177,786,919
792276|2023-05-31 19:44:54|+1.01 BTC (27,233.46 USD)|21,736.21082405 BTC|$586,091,399 @ $26,963.83|$171,922,069
792259|2023-05-31 16:31:10|+103.83804057 BTC (2,806,432.58 USD)|21,735.20082405 BTC|$587,437,662 @ $27,027.02|$173,295,565
792236|2023-05-31 13:25:13|+116.68974917 BTC (3,159,889.51 USD)|21,631.36278348 BTC|$585,764,532 @ $27,079.41|$174,428,868
792205|2023-05-31 09:22:30|+106.25578217 BTC (2,886,531.58 USD)|21,514.67303431 BTC|$584,464,976 @ $27,165.88|$176,289,201
792202|2023-05-31 09:04:30|+103.53179803 BTC (2,806,574.75 USD)|21,408.41725214 BTC|$580,346,564 @ $27,108.34|$175,057,321
792183|2023-05-31 04:48:20|+107.93420422 BTC (2,987,648.13 USD)|21,304.88545411 BTC|$589,725,024 @ $27,680.27|$187,242,356
792160|2023-05-31 01:29:00|+113.11798184 BTC (3,135,588.16 USD)|21,196.95124989 BTC|$587,571,563 @ $27,719.63|$188,076,542
792114|2023-05-30 17:23:16|+109.06989676 BTC (3,020,206.81 USD)|21,083.83326805 BTC|$583,823,207 @ $27,690.56|$187,463,775
792077|2023-05-30 11:30:16|+129.76394785 BTC (3,611,433.13 USD)|20,974.76337129 BTC|$583,744,226 @ $27,830.79|$190,405,001
791711|2023-05-28 04:45:19|+101.80055369 BTC (2,758,617.43 USD)|20,844.99942344 BTC|$564,863,123 @ $27,098.26|$175,135,331
791681|2023-05-27 23:32:59|+104.2775653 BTC (2,790,239.58 USD)|20,743.19886975 BTC|$555,042,633 @ $26,757.81|$168,073,458
791638|2023-05-27 16:46:37|+115.31532422 BTC (3,076,541.54 USD)|20,638.92130445 BTC|$550,633,658 @ $26,679.38|$166,454,723
791473|2023-05-26 13:41:18|+102.5183331 BTC (2,711,480.92 USD)|20,523.60598023 BTC|$542,823,556 @ $26,448.74|$161,721,162
791284|2023-05-25 09:50:50|+101.05734965 BTC (2,649,317.18 USD)|20,421.08764713 BTC|$535,358,769 @ $26,215.98|$156,967,857
791275|2023-05-25 07:29:09|+104.64990313 BTC (2,745,897.55 USD)|20,320.03029748 BTC|$533,175,089 @ $26,238.89|$157,433,493
791262|2023-05-25 04:13:31|+120.57335561 BTC (3,147,834.45 USD)|20,215.38039435 BTC|$527,767,271 @ $26,107.21|$154,771,573
791190|2023-05-24 17:30:14|+100.15904045 BTC (2,632,138.49 USD)|20,094.80703874 BTC|$528,083,285 @ $26,279.59|$158,235,421
791161|2023-05-24 11:08:37|+104.52152834 BTC (2,794,401.19 USD)|19,994.64799829 BTC|$534,560,382 @ $26,735.17|$167,344,657
791145|2023-05-24 08:56:40|+107.52660565 BTC (2,878,005.44 USD)|19,890.12646995 BTC|$532,369,564 @ $26,765.52|$167,948,240
790982|2023-05-23 06:55:17|+200.26523793 BTC (5,481,115.33 USD)|19,782.5998643 BTC|$541,435,511 @ $27,369.28|$179,892,192
790980|2023-05-23 06:34:52|+1,142.80281503 BTC (31,277,690 USD)|19,582.33462637 BTC|$535,954,395 @ $27,369.28|$179,892,192
790979|2023-05-23 06:14:39|+212.71950702 BTC (5,821,979.71 USD)|18,439.53181134 BTC|$504,676,705 @ $27,369.28|$179,892,192
790978|2023-05-23 06:09:11|+100.74506982 BTC (2,757,320 USD)|18,226.81230432 BTC|$498,854,726 @ $27,369.28|$179,892,192
788251|2023-05-04 17:03:27|-500.00223681 BTC (14,410,459.62 USD)|18,126.0672345 BTC|$522,407,583 @ $28,820.79|$206,202,369
787497|2023-04-29 17:31:33|-600.000855 BTC (17,599,060.43 USD)|18,626.06947131 BTC|$546,334,758 @ $29,331.73|$215,719,085
786460|2023-04-22 03:51:13|-1,000.00097066 BTC (27,274,699.09 USD)|19,226.07032631 BTC|$524,384,774 @ $27,274.67|$176,170,040
786236|2023-04-20 11:30:35|-500.00036035 BTC (14,430,412.36 USD)|20,226.07129697 BTC|$583,740,678 @ $28,860.8|$208,251,245
785813|2023-04-17 17:19:43|+123.7647494 BTC (3,638,825.82 USD)|20,726.07165732 BTC|$609,370,319 @ $29,401.15|$219,450,474
785804|2023-04-17 16:18:56|+129.83940157 BTC (3,820,384.43 USD)|20,602.30690792 BTC|$606,200,672 @ $29,423.92|$219,919,653
785196|2023-04-13 12:32:10|+19.00759964 BTC (574,144.35 USD)|20,472.46750635 BTC|$618,392,215 @ $30,206.04|$235,931,580
785194|2023-04-13 12:18:49|+17.49341852 BTC (528,406.94 USD)|20,453.45990671 BTC|$617,818,070 @ $30,206.04|$235,931,580
785189|2023-04-13 11:09:14|+205.85391559 BTC (6,225,303.58 USD)|20,435.96648819 BTC|$618,011,540 @ $30,241.37|$236,653,457
785188|2023-04-13 10:57:49|+408.73314998 BTC (12,298,837.3 USD)|20,230.1125726 BTC|$608,726,900 @ $30,090.14|$233,594,120
785167|2023-04-13 07:00:22|+105.64963164 BTC (3,178,458.03 USD)|19,821.37942262 BTC|$596,324,111 @ $30,084.89|$233,490,169
785152|2023-04-13 04:41:35|+106.83219138 BTC (3,212,115.21 USD)|19,715.72979098 BTC|$592,791,317 @ $30,066.92|$233,135,833
785148|2023-04-13 02:41:43|+108.10522968 BTC (3,236,706.07 USD)|19,608.8975996 BTC|$587,096,833 @ $29,940.33|$230,653,463
784877|2023-04-11 07:53:37|+128.94479013 BTC (3,880,087.61 USD)|19,500.79236992 BTC|$586,799,845 @ $30,091.08|$233,593,181
784475|2023-04-08 12:58:18|-0.00060021 BTC (16.84 USD)|19,371.84757979 BTC|$543,427,190 @ $28,052.42|$194,100,615
784214|2023-04-06 17:13:13|+102.73256992 BTC (2,882,746.64 USD)|19,371.84818 BTC|$543,587,398 @ $28,060.69|$194,260,805
784124|2023-04-06 04:41:35|+149.742516 BTC (4,203,650.24 USD)|19,269.11561008 BTC|$540,932,694 @ $28,072.52|$194,488,848
783470|2023-04-01 17:04:03|-600.00096187 BTC (17,038,659.98 USD)|19,119.37309408 BTC|$542,946,625 @ $28,397.72|$200,706,429
783314|2023-03-31 12:15:17|+100.01502279 BTC (2,788,611.15 USD)|19,719.37405595 BTC|$549,814,067 @ $27,881.92|$190,535,211
783307|2023-03-31 11:28:12|+104.31475771 BTC (2,902,778.68 USD)|19,619.35903316 BTC|$545,950,146 @ $27,827.11|$189,459,902
783278|2023-03-31 07:32:58|+188.80533668 BTC (5,320,186.26 USD)|19,515.04427545 BTC|$549,897,965 @ $28,178.16|$196,310,499
782996|2023-03-29 10:51:10|+102.2205704 BTC (2,889,548.14 USD)|19,326.23893877 BTC|$546,309,784 @ $28,267.78|$198,042,505
782982|2023-03-29 08:22:28|+100.43393107 BTC (2,786,223.21 USD)|19,224.01836837 BTC|$533,309,864 @ $27,741.85|$187,932,133
782786|2023-03-27 20:24:06|+111.05186743 BTC (3,005,019.88 USD)|19,123.5844373 BTC|$517,476,677 @ $27,059.61|$174,885,169
782757|2023-03-27 16:14:15|+104.99226409 BTC (2,892,229.34 USD)|19,012.53256987 BTC|$523,739,582 @ $27,547.07|$184,153,094
782715|2023-03-27 11:43:22|+100.00624391 BTC (2,789,724.46 USD)|18,907.54030578 BTC|$527,435,345 @ $27,895.5|$190,741,086
782700|2023-03-27 08:52:53|+114.91333541 BTC (3,190,763.19 USD)|18,807.53406187 BTC|$522,223,006 @ $27,766.69|$188,318,472
782694|2023-03-27 07:58:27|+102.22559841 BTC (2,850,114.04 USD)|18,692.62072646 BTC|$521,162,034 @ $27,880.63|$190,448,263
782069|2023-03-23 06:05:57|+114.13475917 BTC (3,125,416.03 USD)|18,590.39512805 BTC|$509,071,201 @ $27,383.56|$181,207,544
782063|2023-03-23 05:35:30|+100.52530484 BTC (2,752,740.72 USD)|18,476.26036888 BTC|$505,945,785 @ $27,383.56|$181,207,544
781684|2023-03-20 18:25:05|+101.09875038 BTC (2,798,123.5 USD)|18,375.73506404 BTC|$508,587,653 @ $27,677.13|$186,602,152
781658|2023-03-20 13:54:51|+114.45832923 BTC (3,223,251.4 USD)|18,274.63631366 BTC|$514,630,499 @ $28,160.92|$195,443,122
781518|2023-03-19 16:48:35|-600.00078375 BTC (16,482,258.99 USD)|18,160.17798443 BTC|$498,867,276 @ $27,470.4|$182,903,151
781213|2023-03-17 18:02:20|+104.81650999 BTC (2,771,998.88 USD)|18,760.17876818 BTC|$496,135,529 @ $26,446.2|$163,689,144
781140|2023-03-17 05:40:00|+100.11655591 BTC (2,579,527.42 USD)|18,655.36225819 BTC|$480,659,947 @ $25,765.24|$150,985,561
781139|2023-03-17 05:21:14|+111.27609499 BTC (2,867,055.66 USD)|18,555.24570228 BTC|$478,080,420 @ $25,765.24|$150,985,561
781138|2023-03-17 05:05:01|+107.19855469 BTC (2,753,126.6 USD)|18,443.96960729 BTC|$473,687,201 @ $25,682.5|$149,459,399
781136|2023-03-17 04:23:09|+110.39892816 BTC (2,835,320.18 USD)|18,336.7710526 BTC|$470,934,075 @ $25,682.5|$149,459,399
781003|2023-03-16 04:41:04|-1,600.0019323 BTC (38,922,341.05 USD)|18,226.37212444 BTC|$443,382,635 @ $24,326.43|$124,743,279
780729|2023-03-14 07:48:16|+83.0269666 BTC (2,022,145.92 USD)|19,826.37405674 BTC|$482,877,106 @ $24,355.29|$125,315,409
780703|2023-03-14 03:34:24|-1,900.0026847 BTC (46,225,510.46 USD)|19,743.34709014 BTC|$480,339,478 @ $24,329.18|$124,799,927
780543|2023-03-13 02:34:41|-900.00127511 BTC (20,124,581.2 USD)|21,643.34977484 BTC|$483,958,592 @ $22,360.61|$82,193,531
780194|2023-03-11 00:03:58|+102.09058545 BTC (2,050,890.98 USD)|22,543.35104995 BTC|$452,871,881 @ $20,088.93|$30,982,238
780173|2023-03-10 20:50:58|+106.03550061 BTC (2,112,019.32 USD)|22,441.2604645 BTC|$446,985,919 @ $19,918.04|$27,147,167
780165|2023-03-10 19:08:38|+101.70520804 BTC (2,029,241.35 USD)|22,335.22496389 BTC|$445,636,590 @ $19,952.19|$27,909,858
780156|2023-03-10 17:34:43|+100.39892742 BTC (2,010,999.84 USD)|22,233.51975585 BTC|$445,339,465 @ $20,030.09|$29,641,974
780097|2023-03-10 06:26:28|+104.95896998 BTC (2,092,216.24 USD)|22,133.12082843 BTC|$441,194,067 @ $19,933.66|$27,507,576
780090|2023-03-10 04:15:16|+109.91232735 BTC (2,206,016.19 USD)|22,028.16185845 BTC|$442,120,395 @ $20,070.69|$30,526,120
780075|2023-03-10 01:48:43|+100.53223879 BTC (2,033,899.84 USD)|21,918.2495311 BTC|$443,435,108 @ $20,231.32|$34,046,850
780067|2023-03-10 01:12:05|+106.66635933 BTC (2,158,001.19 USD)|21,817.71729231 BTC|$441,401,209 @ $20,231.32|$34,046,850
780061|2023-03-09 23:57:30|+218.45689328 BTC (4,440,551.92 USD)|21,711.05093298 BTC|$441,318,410 @ $20,326.9|$36,122,053
780049|2023-03-09 21:09:27|+100.70163741 BTC (2,086,738.62 USD)|21,492.5940397 BTC|$445,369,382 @ $20,721.99|$44,613,576
780036|2023-03-09 19:31:38|+105.99797934 BTC (2,259,183.3 USD)|21,391.89240229 BTC|$455,935,164 @ $21,313.46|$57,266,097
779978|2023-03-09 09:10:34|+210.09765087 BTC (4,551,052.02 USD)|21,285.89442295 BTC|$461,086,606 @ $21,661.6|$64,676,722
779962|2023-03-09 05:30:28|+104.24473304 BTC (2,267,274.15 USD)|21,075.79677208 BTC|$458,388,715 @ $21,749.53|$66,529,884
779841|2023-03-08 07:59:09|+101.18032385 BTC (2,225,788.89 USD)|20,971.55203904 BTC|$461,337,202 @ $21,998.24|$71,745,645
779820|2023-03-08 05:00:56|+109.03631905 BTC (2,415,418.94 USD)|20,870.37171519 BTC|$462,329,356 @ $22,152.43|$74,963,587
779789|2023-03-07 23:07:31|+109.49849085 BTC (2,415,574.03 USD)|20,761.33539614 BTC|$458,002,136 @ $22,060.34|$73,051,786
779718|2023-03-07 12:28:54|+109.94166882 BTC (2,460,944.65 USD)|20,651.83690529 BTC|$462,272,658 @ $22,384.09|$79,737,882
779709|2023-03-07 11:14:12|+105.79470413 BTC (2,370,050.08 USD)|20,541.89523647 BTC|$460,186,745 @ $22,402.35|$80,112,914
779691|2023-03-07 09:28:59|+105.39273181 BTC (2,362,780.41 USD)|20,436.10053234 BTC|$458,153,206 @ $22,418.82|$80,449,425
779684|2023-03-07 08:06:50|+111.99875715 BTC (2,514,611.73 USD)|20,330.70780053 BTC|$456,467,890 @ $22,452.14|$81,126,890
779544|2023-03-06 08:00:20|-600.00052192 BTC (13,439,456.06 USD)|20,218.70904338 BTC|$452,880,359 @ $22,399.07|$80,053,970
779219|2023-03-04 05:05:44|+109.69941179 BTC (2,451,253.66 USD)|20,818.7095653 BTC|$465,197,918 @ $22,345.19|$78,932,074
778959|2023-03-02 13:02:12|+0.00000808 BTC (0.19 USD)|20,709.01015351 BTC|$484,320,869 @ $23,386.96|$100,506,278
778363|2023-02-26 15:28:56|+0.00008557 BTC (1.99 USD)|20,709.01014543 BTC|$481,069,635 @ $23,229.97|$97,255,044
778100|2023-02-24 13:27:26|+103.32878333 BTC (2,470,608.66 USD)|20,709.01005986 BTC|$495,155,927 @ $23,910.17|$111,341,338
778074|2023-02-24 08:43:28|+106.64632189 BTC (2,543,131.82 USD)|20,605.68127653 BTC|$491,371,504 @ $23,846.41|$110,027,524
777952|2023-02-23 14:26:01|+110.83825112 BTC (2,665,332.51 USD)|20,499.03495464 BTC|$492,941,233 @ $24,047.05|$114,140,385
777812|2023-02-22 17:59:17|+103.75448467 BTC (2,462,172.33 USD)|20,388.19670352 BTC|$483,827,316 @ $23,730.76|$107,691,800
777789|2023-02-22 14:03:42|+114.99873863 BTC (2,780,623.19 USD)|20,284.44221885 BTC|$490,469,644 @ $24,179.6|$116,796,300
777770|2023-02-22 10:39:29|+111.23316723 BTC (2,672,138.74 USD)|20,169.44348022 BTC|$484,527,706 @ $24,022.86|$113,634,985
777692|2023-02-21 20:33:12|-800.00053437 BTC (19,715,263.66 USD)|20,058.21031299 BTC|$494,315,801 @ $24,644.06|$126,095,219
777471|2023-02-20 11:25:47|+103.32175668 BTC (2,570,818.23 USD)|20,858.21084736 BTC|$518,987,194 @ $24,881.67|$131,051,349
777416|2023-02-20 03:41:04|+122.06200632 BTC (2,962,989.69 USD)|20,754.88909068 BTC|$503,813,793 @ $24,274.46|$118,448,766
777364|2023-02-19 19:11:42|+139.07384515 BTC (3,399,699.49 USD)|20,632.82708436 BTC|$504,375,296 @ $24,445.28|$121,973,258
777280|2023-02-19 06:42:49|-650.00042041 BTC (16,092,381.84 USD)|20,493.75323921 BTC|$507,373,983 @ $24,757.49|$128,371,645
776633|2023-02-15 11:11:29|+106.91597436 BTC (2,370,407.8 USD)|21,143.75365962 BTC|$468,772,968 @ $22,170.75|$73,678,248
776620|2023-02-15 09:50:29|+102.61929437 BTC (2,269,159.84 USD)|21,036.83768526 BTC|$465,175,165 @ $22,112.41|$72,450,853
776617|2023-02-15 09:37:00|+112.7400185 BTC (2,492,953.43 USD)|20,934.21839089 BTC|$462,906,005 @ $22,112.41|$72,450,853
776610|2023-02-15 07:49:12|+109.86142503 BTC (2,431,845.59 USD)|20,821.47837239 BTC|$460,895,353 @ $22,135.57|$72,933,155
776517|2023-02-14 16:22:35|+100.92422684 BTC (2,233,869.65 USD)|20,711.61694736 BTC|$458,433,559 @ $22,134.13|$72,903,206
776490|2023-02-14 13:19:43|+103.05049483 BTC (2,249,316.09 USD)|20,610.69272052 BTC|$449,876,177 @ $21,827.32|$66,579,694
776473|2023-02-14 11:11:21|+111.37675621 BTC (2,429,793.09 USD)|20,507.64222569 BTC|$447,394,314 @ $21,815.98|$66,347,146
776469|2023-02-14 10:21:18|+107.91011442 BTC (2,342,588.21 USD)|20,396.26546948 BTC|$442,776,390 @ $21,708.7|$64,159,016
776200|2023-02-12 16:59:55|+106.64703665 BTC (2,337,392.87 USD)|20,288.35535506 BTC|$444,661,742 @ $21,917.09|$68,386,955
776116|2023-02-12 04:27:12|+105.77721376 BTC (2,306,722.45 USD)|20,181.70831841 BTC|$440,109,906 @ $21,807.37|$66,172,512
776037|2023-02-11 15:35:48|+139.999284 BTC (3,043,285.88 USD)|20,075.93110465 BTC|$436,407,930 @ $21,737.87|$64,777,259
775893|2023-02-10 16:38:09|-1,000.00009931 BTC (21,824,068.22 USD)|19,935.93182065 BTC|$435,083,093 @ $21,824.07|$66,495,708
775705|2023-02-09 11:33:08|+113.3893946 BTC (2,575,895.53 USD)|20,935.93191996 BTC|$475,606,855 @ $22,717.25|$85,195,402
775684|2023-02-09 08:21:54|+107.15795024 BTC (2,430,256.85 USD)|20,822.54252536 BTC|$472,238,658 @ $22,679.2|$84,403,100
775509|2023-02-08 03:26:45|+101.81188783 BTC (2,370,627.26 USD)|20,715.38457512 BTC|$482,345,003 @ $23,284.39|$96,939,702
775480|2023-02-07 22:46:50|+107.21988906 BTC (2,490,029.48 USD)|20,613.57268729 BTC|$478,720,918 @ $23,223.58|$95,686,244
775438|2023-02-07 16:26:05|+104.74628377 BTC (2,404,657.06 USD)|20,506.35279823 BTC|$470,763,680 @ $22,956.97|$90,219,036
775431|2023-02-07 15:44:20|+115.51313621 BTC (2,655,857.4 USD)|20,401.60651446 BTC|$469,070,094 @ $22,991.82|$90,930,107
775430|2023-02-07 15:02:19|+111.75190502 BTC (2,569,899.91 USD)|20,286.09337825 BTC|$466,508,642 @ $22,996.48|$91,024,512
775403|2023-02-07 09:02:31|+111.79191465 BTC (2,563,804.26 USD)|20,174.34147323 BTC|$462,672,662 @ $22,933.72|$89,758,432
775397|2023-02-07 08:16:33|+101.18627331 BTC (2,320,577.47 USD)|20,062.54955858 BTC|$460,108,857 @ $22,933.72|$89,758,432
775387|2023-02-07 06:36:13|+117.89906178 BTC (2,700,956.05 USD)|19,961.36328527 BTC|$457,295,963 @ $22,909.05|$89,266,115
775374|2023-02-07 04:26:13|+118.04455729 BTC (2,700,049.02 USD)|19,843.46422349 BTC|$453,882,224 @ $22,873.13|$88,553,332
775362|2023-02-07 01:17:45|+108.97935147 BTC (2,483,221.58 USD)|19,725.4196662 BTC|$449,466,684 @ $22,786.17|$86,837,841
775354|2023-02-06 23:42:10|+107.76914213 BTC (2,468,029.69 USD)|19,616.44031473 BTC|$449,237,658 @ $22,901.08|$89,092,037
775318|2023-02-06 18:59:53|+115.1716015 BTC (2,649,790.71 USD)|19,508.6711726 BTC|$448,842,379 @ $23,007.33|$91,164,787
775300|2023-02-06 16:30:12|+101.29911249 BTC (2,310,001.89 USD)|19,393.4995711 BTC|$442,244,948 @ $22,803.77|$87,217,147
774913|2023-02-04 00:19:43|+105.83090072 BTC (2,480,673.77 USD)|19,292.20045861 BTC|$452,208,716 @ $23,439.98|$99,490,916
774710|2023-02-02 11:25:45|+50.0075146 BTC (1,190,601.86 USD)|19,186.36955789 BTC|$456,797,894 @ $23,808.46|$106,560,769
774708|2023-02-02 11:03:05|+392.77268729 BTC (9,343,880.42 USD)|19,136.36204329 BTC|$455,245,195 @ $23,789.54|$106,198,672
774707|2023-02-02 10:48:12|+101.727858 BTC (2,420,058.65 USD)|18,743.589356 BTC|$445,901,315 @ $23,789.54|$106,198,672
774705|2023-02-02 10:41:06|-675.08695966 BTC (16,060,006.29 USD)|18,641.861498 BTC|$443,481,256 @ $23,789.54|$106,198,672
774691|2023-02-02 08:55:45|+104.87804569 BTC (2,495,760.07 USD)|19,316.94845766 BTC|$459,681,226 @ $23,796.78|$106,338,635
774682|2023-02-02 07:31:08|+108.02002127 BTC (2,569,742.04 USD)|19,212.07041197 BTC|$457,045,503 @ $23,789.5|$106,198,672
774664|2023-02-02 03:44:23|+102.05124182 BTC (2,442,806 USD)|19,104.0503907 BTC|$457,294,670 @ $23,937.05|$109,017,581
773670|2023-01-26 09:13:27|+116.72743314 BTC (2,684,703.88 USD)|19,001.99914888 BTC|$437,041,571 @ $22,999.77|$91,207,289
773501|2023-01-25 10:09:19|-1,000.00009269 BTC (22,660,670.84 USD)|18,885.27171574 BTC|$427,952,886 @ $22,660.67|$84,803,308
772821|2023-01-20 17:46:56|+106.79683644 BTC (2,265,129.28 USD)|19,885.27180843 BTC|$421,760,727 @ $21,209.7|$55,950,478
772506|2023-01-18 11:49:55|-1,000.00007283 BTC (21,226,538.1 USD)|19,778.47497199 BTC|$419,828,522 @ $21,226.54|$56,283,402
772201|2023-01-16 09:29:32|+105.53157712 BTC (2,205,577.23 USD)|20,778.47504482 BTC|$434,263,685 @ $20,899.69|$49,492,026
772174|2023-01-16 05:28:38|+104.64840866 BTC (2,208,048.71 USD)|20,672.9434677 BTC|$436,192,644 @ $21,099.69|$53,626,563
771994|2023-01-15 02:53:55|+109.32952047 BTC (2,266,037.19 USD)|20,568.29505904 BTC|$426,312,320 @ $20,726.67|$45,954,287
771950|2023-01-14 21:20:36|+108.89476726 BTC (2,265,320.83 USD)|20,458.96553857 BTC|$425,604,664 @ $20,802.84|$47,512,669
771862|2023-01-14 09:36:03|-1,600.00007945 BTC (33,493,228.88 USD)|20,350.07077131 BTC|$425,993,465 @ $20,933.27|$50,166,791
771757|2023-01-13 18:16:29|-1,200.00007945 BTC (23,053,334 USD)|21,950.07085076 BTC|$421,685,234 @ $19,211.11|$12,365,331
770097|2023-01-03 01:58:14|+103.9900281 BTC (1,735,526.52 USD)|23,150.07093021 BTC|$386,359,758 @ $16,689.36|$-46,013,479
770079|2023-01-02 22:10:13|+104.06033423 BTC (1,741,107.53 USD)|23,046.08090211 BTC|$385,600,384 @ $16,731.71|$-45,037,326
770041|2023-01-02 16:44:28|+107.77610893 BTC (1,801,458.49 USD)|22,942.02056788 BTC|$383,471,793 @ $16,714.82|$-45,424,810
770008|2023-01-02 12:38:13|+106.51652908 BTC (1,781,667.27 USD)|22,834.24445895 BTC|$381,940,966 @ $16,726.67|$-45,154,178
769057|2022-12-27 03:49:47|+103.67022566 BTC (1,750,087.7 USD)|22,727.72792987 BTC|$383,673,487 @ $16,881.3|$-41,639,990
769040|2022-12-27 01:05:26|+108.37527707 BTC (1,826,621.13 USD)|22,624.05770421 BTC|$381,319,273 @ $16,854.59|$-42,244,117
769003|2022-12-26 17:45:38|+103.95836394 BTC (1,749,185.33 USD)|22,515.68242714 BTC|$378,844,951 @ $16,825.83|$-42,891,817
768968|2022-12-26 10:16:55|+111.89887155 BTC (1,884,977.03 USD)|22,411.7240632 BTC|$377,533,611 @ $16,845.36|$-42,453,972
768949|2022-12-26 06:50:21|+119.84741554 BTC (2,022,725.46 USD)|22,299.82519165 BTC|$376,365,430 @ $16,877.51|$-41,737,176
768694|2022-12-24 03:18:15|+103.50765834 BTC (1,740,840.2 USD)|22,179.97777611 BTC|$373,033,238 @ $16,818.47|$-43,046,642
768583|2022-12-23 05:22:14|+103.90138739 BTC (1,748,297.95 USD)|22,076.47011777 BTC|$371,469,990 @ $16,826.51|$-42,869,050
768475|2022-12-22 12:29:33|+102.77787712 BTC (1,729,606.79 USD)|21,972.56873038 BTC|$369,767,358 @ $16,828.59|$-42,823,385
768454|2022-12-22 08:02:02|+106.41148265 BTC (1,789,636.23 USD)|21,869.79085326 BTC|$367,807,768 @ $16,818.07|$-43,053,368
768403|2022-12-21 22:52:20|+115.15713589 BTC (1,932,643.6 USD)|21,763.37937061 BTC|$365,247,500 @ $16,782.66|$-43,824,000
768376|2022-12-21 18:11:29|+102.2796874 BTC (1,718,628.76 USD)|21,648.22223472 BTC|$363,759,984 @ $16,803.23|$-43,378,872
768313|2022-12-21 08:16:13|+102.26347326 BTC (1,721,988.93 USD)|21,545.94254732 BTC|$362,806,713 @ $16,838.75|$-42,613,514
768176|2022-12-20 08:37:41|+100.11013345 BTC (1,683,041.24 USD)|21,443.67907406 BTC|$360,508,922 @ $16,811.9|$-43,189,317
768163|2022-12-20 06:39:19|+106.62211295 BTC (1,789,326.23 USD)|21,343.56894061 BTC|$358,186,559 @ $16,781.94|$-43,828,638
768152|2022-12-20 03:50:10|+101.96897717 BTC (1,694,147.87 USD)|21,236.94682766 BTC|$352,837,983 @ $16,614.35|$-47,387,888
768131|2022-12-20 00:35:10|+0.1 BTC (1,640.01 USD)|21,134.97785049 BTC|$346,616,755 @ $16,400.15|$-51,914,968
768124|2022-12-19 23:23:24|+0.1 BTC (1,650.45 USD)|21,134.87785049 BTC|$348,819,604 @ $16,504.45|$-49,710,479
768103|2022-12-19 19:16:36|+0.00000546 BTC (0.09 USD)|21,134.77785049 BTC|$350,907,617 @ $16,603.33|$-47,620,816
768091|2022-12-19 16:48:17|+102.35170222 BTC (1,710,645.78 USD)|21,134.77784503 BTC|$353,234,169 @ $16,713.41|$-45,294,264
768062|2022-12-19 11:46:42|+103.71599806 BTC (1,738,443.64 USD)|21,032.42614281 BTC|$352,536,620 @ $16,761.58|$-44,281,167
767813|2022-12-17 18:14:14|+107.29796962 BTC (1,790,591.99 USD)|20,928.71014475 BTC|$349,258,993 @ $16,688.03|$-45,820,350
767803|2022-12-17 16:51:02|+119.68742364 BTC (1,996,352.11 USD)|20,821.41217513 BTC|$347,295,220 @ $16,679.71|$-45,993,531
767747|2022-12-17 06:18:32|+119.05386175 BTC (1,989,100.55 USD)|20,701.72475149 BTC|$345,875,484 @ $16,707.57|$-45,416,915
767500|2022-12-15 12:23:24|-600.00011255 BTC (10,608,134.7 USD)|20,582.67088974 BTC|$363,906,174 @ $17,680.22|$-25,397,124
767221|2022-12-13 16:03:53|+102.93525819 BTC (1,840,786.31 USD)|21,182.67100229 BTC|$378,808,694 @ $17,882.95|$-21,102,739
767214|2022-12-13 14:57:44|+102.80684352 BTC (1,810,352.82 USD)|21,079.7357441 BTC|$371,198,627 @ $17,609.26|$-26,872,020
767194|2022-12-13 11:46:05|+102.25434623 BTC (1,775,614.79 USD)|20,976.92890058 BTC|$364,257,819 @ $17,364.69|$-32,002,475
